0,Emri,EmriTregtar,NrIBiznesit,Sektori,LlojiIbiznesit,Komuna,Popullsia2020,Data,NumriIpunetoreve,%astotalGDP(10 max),%assectorGDP(10 max),UljeApoNgritje
488,Agjensioni i Patundshmeris SARA SH.P.K.,///,811497545,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,9,-0.67,-0.9,0
489,Fatmir Ib. Gashi B.I.,Erdi Baumetall,811550286,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Kamenice,"36,155",23-10-2020,43,-3.31,-3.21,0
490,Sinan Salihu B.I.,"D.P.Z.""Igball""",811318626,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",27-10-2020,21,-3.28,-3.21,0
491,BAZELI SPORT SH.P.K.,///,811234054,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Kacanik,"34,396",26-10-2020,4,-5.34,-4.1,0
492,Zoran KapetanoviÄ I.B.,///,811489998,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Gracanice,"12,124",28-10-2020,20,-1.98,-2.12,0
493,PRINCESSA PALACE SH.P.K.,PRINCESHA PALACE SALLE E DASMAVE,811428904,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Malisheve,"62,738",23-10-2020,7,-2.32,-3.15,0
494,Motel Blero B.I.,"N.P.H. "" Motel Blero """,811268318,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",22-10-2020,7,-3.54,-3.15,0
495,Qendrim Rrahmani B.I.,Anello Restaurant,811565433,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,12,-1.2,-4.74,0
496,Nikola UtviÄ I.B.,Sportska Akademija Giga,811492280,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Zubin Potok,"6,642",15-09-2020,6,-5.34,-3.5,0
497,RudY SH.P.K.,///,811419705,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",30-10-2020,8,-3.04,-2.98,0
498,UNIKAT SM SH.P.K.,UNIKAT SM,811405522,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",28-10-2020,21,-3.04,-3.21,0
499,Laura Ukshini B.I.,///,810188369,Tekstil,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",27-10-2020,20,-2.05,-2.14,0
500,SINOFARM KOSOVO D.O.O.,///,811159947,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Gracanice,"12,124",15-09-2020,3,5.3,5.8,0
501,REST GÃSHTENJA SH.P.K.,REST GÃSHTENJA,811562653,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",26-10-2020,30,-2.09,-4.74,0
502,ETNO KUCA D.O.O.,///,811559915,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Shterpce,"6,763",28-10-2020,15,-5.27,-4.74,0
503,Halil Muqolli B.I.,GJELLTORE NITA 2,811501528,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",30-10-2020,20,-2.03,-4.74,0
504,TREPHARM SH.P.K.,TREPHARM ' SH.P.K,810074055,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",26-10-2020,4,5.6,5.8,0
505,Margarite Shkodra B.I.,Dolce Casa,811562893,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Kamenice,"36,155",15-09-2020,12,-1.01,-1.74,0
506,LINED SH.P.K.,LINED,811556870,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,15,-1.02,-4.74,0
507,Jaser Veseli B.I.,"N.T.SH. "" Media Corp """,811542788,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,8,1.3,1.3,0
508,BIS Balkan Intercare Service SH.P.K.,///,811552315,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",26-10-2020,42,5.5,6.28,0
509,WinnerWinner SH.P.K.,WinnerWinner,811553511,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,23,-4.01,-4.74,0
510,Azem Gajtani B.I.,PIZZERIA LA LUNA,811566936,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,23,-5.06,-4.74,0
511,Select Drinks SH.P.K.,Select Drinks,811499369,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,36,-1.92,-1.03,0
512,AKSIAL SH.P.K.,AKSIAL,811508376,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",28-10-2020,60,6.32,6.53,0
513,Miladin Kostic I.B.,MILADIN KOSTIÄ I.B.,810049321,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",26-10-2020,20,-0.02,-0.05,0
514,TAVERNA TROI SH.P.K.,TAVERNA TROI,811497991,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,15,-5.96,-4.74,0
515,Sylejman Qorrolli B.I.,"N.P.T. "" VERIMI """,811076662,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",15-09-2020,8,-0.02,-0.05,0
516,Pastaful SH.P.K.,Pastaful,811548778,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,8,-1.01,-1.74,0
517,HOTEL VILLA LIRIA SH.P.K.,///,811254929,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",27-10-2020,15,-4.32,-3.15,0
518,Kos - Farm A.D. SH.A.,///,810368094,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Leposaviq,"13,469",15-09-2020,5,5.9,5.8,0
519,AL FIX KB GROUP SH.P.K.,AL FIX KB GROUP,811452490,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Mamushe,"5,906",28-10-2020,31,6.92,6.53,0
520,Rene Teslica B.I.,QS ZOG,811389297,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,9,-5.39,-3.5,0
521,Prishtine,Kompania E Sigurimeve KOSOVA Sh.a. Prishtine O.K.,///,Sigurime,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,5,-0.1,-0.02,0
522,Leonita Igrishta B.I.,///,811374107,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",15-09-2020,56,-3.04,-3.21,0
523,Herc Group D.O.O.,///,811484435,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Shterpce,"6,763",26-10-2020,6,3.02,2.78,0
524,Meriton A. Kastrati B.I.,GYM FITNESS,811439050,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Malisheve,"62,738",27-10-2020,9,-5.39,-3.5,0
525,MEDIA GR - FOTOLAJMI O.P.,///,811079864,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Ferizaj,186375 banore,10/4/2020,12,1.2,1.3,0
526,Othman SH.P.K.,Othman,811478446,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,26,-3.31,-3.21,0
527,Vitafood SH.P.K.,Vitafood,811457804,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Gracanice,"12,124",30-10-2020,20,-0.4,-0.05,0
528,F&K Company SH.P.K.,///,811428847,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,10,-4.32,-3.15,0
529,OKTO SH.P.K.,OKTO,811377581,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",22-10-2020,30,-0.99,-1.03,0
530,FERMA E DELEVE NARDI M SH.P.K.,FERMA E DELEVE NARDI M,811482687,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Viti,"47,581",15-09-2020,5,3.02,2.78,0
531,Fizio Health SH.P.K.,Fizio Health,811566019,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,25,5.64,6.28,0
532,Arta Nitaj B.I.,Foodroom,811506768,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,10,-5.9,-4.74,0
533,Broom Broom SH.P.K.,///,810185670,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",22-10-2020,16,-0.02,-0.05,0
534,Fikrije Ibraimi B.I.,"D.P.Z. "" SIBEL """,811201110,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",28-10-2020,33,-3.02,-3.21,0
535,Toni A SH.P.K.,///,811327411,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",28-10-2020,14,-3.54,-3.15,0
536,Luz Thaqi B.I.,THE HOTEL,811402461,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",23-10-2020,18,-2.32,-3.15,0
537,Refki Sertolli B.I.,///,811157983,Tekstil,Shoqeri me pergjegjesi te kufizuara,Malisheve,"62,738",23-10-2020,5,-2.26,-2.14,0
538,M GYM SH.P.K.,///,811454743,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",23-10-2020,6,-5.29,-3.5,0
539,Buki & B SH.P.K.,Buki & B,811512989,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,35,-0.3,-1.03,0
540,Jehona E. Sylejmani B.I.,BURGER HOUSE,811511072,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",15-09-2020,14,-1.93,-1.74,0
541,Family 1 SH.P.K.,Family 1,811566853,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Malisheve,"62,738",15-09-2020,15,-4.44,-4.74,0
542,ETNO GROUP L.L.C.,///,811472886,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",26-10-2020,31,6.92,6.53,0
543,Kamenica Taxi SH.P.K.,Kamenica Taxi,811510470,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Kamenice,"36,155",26-10-2020,12,-2.12,-2.12,0
544,Nexhat Xh. Ahmeti B.I.,AUTO TAXI NEXHAT AHMETI,811559262,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",26-10-2020,15,-2.09,-2.12,0
545,Florent E. Sveqla B.I.,///,810013251,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,35,-5.28,-4.74,0
546,AMICO HOTEL SH.P.K.,AMICO HOTEL,811399808,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,10,-2.32,-3.15,0
547,Dardanii SH.P.K.,Dardani,811362962,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",15-09-2020,20,-1.91,-2.12,0
548,Erlind Fazliu B.I.,///,811405340,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,13,-3.21,-3.15,0
549,Rugova Resort L.L.C.,///,811496399,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",20-10-2020,14,-3.21,-3.15,0
550,Mirlinda Sadrija B.I.,CLEAN GROUP,811448481,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",28-10-2020,31,6.64,6.28,0
551,EU- PHARMA-HOLDING SH.P.K.,///,810818099,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,5,5.94,5.8,0
552,ENDRITI COMERCE SH.P.K.,///,810843484,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,10,-0.07,-0.05,0
553,Hostel Arberia SH.P.K.,///,811339440,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,7,-3.21,-3.15,0
554,KAYI REZONANCA HEALTHCARE INVESTMENTS J.S.C.,///,811326017,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Lipjan,"60,859",22-10-2020,8,-2.04,-2.98,0
555,Ekrem Selimi,Mani Restaurant,810300997,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Kacanik,"34,396",20-10-2020,30,-2.02,-4.74,0
556,RX FITNESS CLUB SH.P.K.,RX FITNESS CLUB,811396466,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,6,-5.35,-3.5,0
557,Restaurant Acorn SH.P.K.,///,811553173,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Novoberde,"7,172",26-10-2020,7,2.7,2.78,0
558,Veton Demiri B.I.,"Agjension - Turistik "" Eurotours """,811057860,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",27-10-2020,15,-3.25,-3.95,0
559,Ymer Thaqi B.I.,AUTO TAXI YMER THAQI,811551135,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",27-10-2020,17,-2.12,-2.12,0
560,Galdim Jusufi B.I.,CITY HOSTEL,811319260,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",15-09-2020,10,-3.32,-3.15,0
561,Kanella SH.P.K.,///,811555369,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Gracanice,"12,124",23-10-2020,10,-2.27,-4.74,0
562,Ilmije Osmani B.I.,ILMIJE OSMANI B. I.,811215137,Tekstil,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",27-10-2020,4,-2.05,-2.14,0
563,Agim Ostrogllava B.I.,"N.T.P. "" OSTERGLLAVA COMMERC """,810675499,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Viti,"47,681",15-09-2020,7,-0.02,-0.05,0
564,BODRUMI PIJEVE IDEALI SH.P.K.,BODRUMI PIJEVE IDEALI,811424986,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Viti,"47,681",28-10-2020,37,-1.3,-1.03,0
565,3EM SH.P.K.,///,811555690,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",10/4/2020,8,2.06,2.78,0
566,TOWN HOSTEL SH.P.K.,TOWN,811303940,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,9,-3.54,-3.15,0
567,Kika Hills L.L.C.,Kika Hills,811410703,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,9,-2.32,-3.15,0
568,HEALTH EDUCATION STUDIO SH.P.K.,///,811503318,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,31,5.64,6.28,0
569,Ardian De. Krasniqi B.I.,VERONI,811477860,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Rahovec,"59,308",27-10-2020,10,-2.09,-2.12,0
570,NETDOKTORI SH.P.K.,///,811350032,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,10,-2.56,-2.98,0
571,Muhamed X. Halili B.I.,"N.SH. "" 2LONLINE """,811198218,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",27-10-2020,12,1.6,1.3,0
572,Valdrin Xhemaj B.I.,///,810011966,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,8,1.21.,1.3,0
573,ProECO SH.P.K.,///,811451567,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",22-10-2020,13,-3.32,-3.15,0
574,Toske Food and Wine SH.P.K.,Toske Food and Wine,811504465,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,23,-4.46,-4.74,0
575,MALÃSIA E HASIT SH.P.K.,///,811337684,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,16,-0.05,-0.05,0
576,FC PRISHTINA 01 SH.P.K.,///,810151192,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,12,-5.43,-4.1,0
577,Rakip Krasniq B.I.,Puntori e pavarur zejtare mulliri Vllezerit Krasniqi,810647836,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,21,-0.07,-0.05,0
578,Rinor . Vasfiu B.I.,Hallall food pizza,811513606,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",26-10-2020,16,-2.01,-1.74,0
579,Food & Coffee N Pike SH.P.K.,Food & Coffee N Pike,811497727,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Novoberde,"7,172",15-09-2020,25,-4.89,-4.74,0
580,Qendresa Haziri B.I.,///,811469908,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",23-10-2020,41,-3.04,-3.21,0
581,ARTI REAL ESTATE SH.P.K.,///,811482950,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,10,-0.8,-0.9,0
582,BAU INVESTMENT L.L.C.,///,811461160,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,10,-3.21,-3.15,0
583,Agjensioni i patundshmerise SHQIPONJA FER SH.P.K.,Agjensioni i patundshmerise SHQIPONJA FER,811556367,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",27-10-2020,7,-0.95,-0.9,0
584,Industria E Miellit3A SH.P.K.,///,811168245,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Gllogoc,"60,970",27-10-2020,7,-0.4,-0.05,0
585,MAR PLUS SH.P.K.,MAR PLUS,811484922,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Gllogoc,"60,970",22-10-2020,27,5.5,6.28,0
586,EPFB PATUNDSHMÃRI SH.P.K.,EPFB PATUNDSHMÃRI,811489914,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",30-10-2020,7,-0.85,-0.9,0
587,Quantum Corp L.L.C.,///,811404871,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,45,-0.3,-1.03,0
588,Anila Haklaj B.I.,HaklajV,811475525,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Decan,"42,070",27-10-2020,15,-3.21,-3.15,0
589,Aleksandar Stolic B.I.,P.P. '' BIG BUL '',811161265,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Gracanice,"12,124",30-10-2020,31,-3.28,-3.21,0
590,Avni Isufi B.I.,"N.T.SH. ""Jehona""",810640468,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",28-10-2020,12,-0.02,-0.05,0
591,Xeni & Besi SH.P.K.,///,811552802,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",22-10-2020,18,-0.78,-0.05,0
592,Ramadan Sa. Ramadani B.I.,"N.SH.T. "" AGROGRURI """,811376939,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Lipjan,"57,707",27-10-2020,20,-0.02,-0.05,0
593,UNIFIX PRO SH.P.K.,UNIFIX PRO,811495937,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",10/4/2020,31,6.32,6.53,0
594,GOLDEN EAGLE SH.P.K.,GOLDEN EAGLE,811484138,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",23-10-2020,7,2.7,2.78,0
595,Merlind Ramadani B.I.,"D.P.Z. "" Lindi Produkte """,810976847,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",27-10-2020,41,-2.45,-3.21,0
596,Prishtina Jet L.L.C.,Prishtina Jet,811418749,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,22,-3.72,-3.95,0
597,HOTEL PRADA SH.P.K.,HOTEL PRADA,811317024,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",28-10-2020,10,-4.54,-3.15,0
598,Asa Aesthetic SH.P.K.,Asa Aesthetic,811465154,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,31,5.5,6.28,0
599,AA GROUP SH.P.K.,///,810751306,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",23-10-2020,20,-0.4,-0.05,0
600,Victory BA SA SH.P.K.,Victory BA SA SHPK,811407156,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",28-10-2020,21,-0.4,-0.05,0
601,Kulla e Rugovasit SH.P.K.,///,811326025,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",28-10-2020,9,-3.21,-3.15,0
602,Albina Dobruna Jasiqi B.I.,TandN,811505273,Tekstil,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,5,-2.26,-2.14,0
603,NDÃRRMARRJA PUBLIKE LOKALE Stacioni i Autobuseve SH.A.,///,811462754,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",27-10-2020,17,-2.09,-2.12,0
604,RADIO TAXI EDI SH.P.K.,RADIO TAXI EDI SHPK,811513185,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Rahovec,"59,308",28-10-2020,15,-1.91,-2.12,0
605,MENTEX SH.P.K.,///,811383596,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",28-10-2020,33,-4.21,-3.21,0
606,KODRA TOURS SH.P.K.,KODRA TOURS,811467796,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",28-10-2020,20,-2.09,-2.12,0
607,EURO INTERNATIONAL COMPANY L.L.C.,///,811458349,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",26-10-2020,60,6.92,6.53,0
608,Nderim Azemi B.I.,AUTO TAXI NDERIM AZEMI,811555632,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",27-10-2020,18,-1.98,-2.12,0
609,Besnik Bobaj B.I.,IRON GYM,811481366,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,9,-5.34,-3.5,0
610,DREAMERS HOTEL SH.P.K.,DREAMERS HOTEL,811383588,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,9,-3.54,-3.15,0
611,Newco Barnatorja Populore I Gjilan L.L.C.,///,810533720,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,3,6,5.8,0
612,MIGROSI GRAND SH.P.K.,///,811385972,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Decan,"42,070",23-10-2020,7,-2.32,-3.15,0
613,Meriton F. Kastrati B.I.,Caffe Bar Miri,811513838,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",15-09-2020,25,-4.51,-4.74,0
614,SLD ING SH.P.K.,SLD ING,811513995,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,31,5.72,6.53,0
615,INTERPERSONNEL NEUMANN LABS SH.P.K.,INTERPERSONNEL LAB,811484849,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,31,5.5,6.28,0
616,BORA PREVALLÃ SH.P.K.,BORA PREVALLÃ SHPK,811367102,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",15-09-2020,10,-4.32,-3.15,0
617,KLUBI I FUTBOLLIT MALISHEVA SH.P.K.,FC MALISHEVA,811342055,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Malisheve,"62,738",30-10-2020,6,-5.2,-4.1,0
618,Galen B.I.,"N.P.,, Galen""",802333616,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",20-10-2020,5,5.3,5.8,0
619,KosovaTie SH.P.K.,///,810178823,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Istog,"40,728",27-10-2020,49,-2.48,-3.21,0
620,Shkurtije Mustafa B.I.,"N.P.T. ""BOZA E ART""",810982159,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",15-09-2020,12,-0.78,-0.05,0
621,UW Profil L.L.C.,///,811501990,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,38,-2.96,-3.21,0
622,ABC Consulting SH.P.K.,ABC Consulting,811360495,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,50,-0.49,-1.03,0
623,FM GLADIATORI SH.P.K.,FM GLADIATORI,811391367,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Kamenice,"36,155",30-10-2020,9,-5.42,-3.5,0
624,BERAM SH.P.K.,///,811463041,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",20-10-2020,10,-0.95,-0.9,0
625,ADANA DONER SH.P.K.,ADANA DONER,811506396,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,32,-2.31,-4.74,0
626,POSITIVE HOUSE SH.P.K.,///,811294587,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,8,1.1,1.3,0
627,Asllani Sports Management SH.P.K.,///,811494252,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",26-10-2020,3,-5.32,-4.1,0
628,ITALINVEST SH.P.K.,///,811480590,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,24,-2.96,-3.21,0
629,UNO AIR SH.P.K.,///,811048554,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",15-09-2020,33,-3.25,-3.95,0
630,Shkelzen Morina B.I.,"N.SH. "" Reporteri.net """,811541649,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,12,1.3,1.3,0
631,Liridon Selmani B.I.,"N.SH. "" AMBRELLA """,810914409,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,8,1.43,1.3,0
632,Donika Hyseni B.I.,"N.SH. "" SOCIAL PLUS MEDIA AGENCY """,810922311,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,25,1.53,1.3,0
633,Trofta 2021 SH.P.K.,Trofta 2021 SHPK,811551680,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Shtime,"27,425",30-10-2020,23,-2.39,-4.74,0
634,Portali AKTIV SH.P.K.,///,811319773,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,16,1.6,1.3,0
